lr,dropout,batch_train,rnn_size,rnn_layers,bidirectional,score
7.538034176488198e-05,0.7881419023512604,64,128,1,False,0.09958718327902454
0.00676829023252253,0.26499240968056204,64,128,2,False,0.028635851183765503
0.0006760829566175046,0.20610527014038543,64,128,1,False,0.11221416784535598
0.0022512373713912165,0.13196417255223872,64,128,2,False,0.09197871410121292
0.0005116035626061715,0.724819264183588,64,128,2,False,0.08047603477685376
0.0002688709130423122,0.5172757514872569,64,128,1,False,0.18917520338379099
0.0005768246285952946,0.3402533928320669,64,128,1,False,0.19575805375425254
0.0014811855800755153,0.5827360187150047,64,128,1,False,0.029977628635346754
0.00011726198383915954,0.23346102119229142,64,128,1,False,0.19225793961593243
0.0077783858379345296,0.40717711655182165,64,128,2,False,0.02882882882882883
0.0007583916331615548,0.2898604457705812,64,128,2,False,0.1942067830331765
4.94301787183801e-05,0.1683803625951417,64,128,1,False,0.17957336011212552
9.113253570598068e-05,0.19601563144646109,64,128,2,False,0.26727176117041235
0.0020677440356237737,0.32574141017742736,64,128,1,False,0.028442437923250564
0.0022301679847812734,0.33779151351033543,64,128,1,False,0.029977628635346754
0.0004391722097978312,0.6517396350876101,64,128,1,False,0.09063049328945283
0.00020974137339911317,0.7577491595863453,64,128,1,False,0.09958511602282687
0.001998365179188001,0.3569115426105405,64,128,1,False,0.03016759776536313
7.363926397718877e-05,0.7004780988061547,64,128,1,False,0.15863217136288263
0.0006151483221378898,0.752719461901772,64,128,1,False,0.08028132387974145
